FOLIO_I,FOLIO_INT,entidad,desc_ent,municipio,desc_mun,id_tortillas,tortillas,pa1_t,pa4_t,ponde_f,estrato,est_sel,upm,completa,region
2022_26047027,2022_26047027_01,26,26 SONORA,047,047 PITIQUITO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,10,9827.24971532006,1,261,2604700001156,1,1
2022_26047027,2022_26047027_01,26,26 SONORA,047,047 PITIQUITO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,9827.24971532006,1,261,2604700001156,1,1
2022_26047027,2022_26047027_01,26,26 SONORA,047,047 PITIQUITO,161,Tortillas de harina de trigo,9, ,9827.24971532006,1,261,2604700001156,1,1
2022_26047035,2022_26047035_03,26,26 SONORA,047,047 PITIQUITO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,113907.695755509,1,261,2604700001156,1,1
2022_26047035,2022_26047035_03,26,26 SONORA,047,047 PITIQUITO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,113907.695755509,1,261,2604700001156,1,1
2022_26047035,2022_26047035_03,26,26 SONORA,047,047 PITIQUITO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,113907.695755509,1,261,2604700001156,1,1
2022_26047035,2022_26047035_03,26,26 SONORA,047,047 PITIQUITO,161,Tortillas de harina de trigo,7,10,113907.695755509,1,261,2604700001156,1,1
2022_26055006,2022_26055006_06,26,26 SONORA,055,055 SAN LUIS RÍO COLORADO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,153250.459176163,3,263,2605500011637,1,1
2022_26055006,2022_26055006_06,26,26 SONORA,055,055 SAN LUIS RÍO COLORADO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,153250.459176163,3,263,2605500011637,1,1
2022_26055006,2022_26055006_06,26,26 SONORA,055,055 SAN LUIS RÍO COLORADO,160,Tortillas de maiz de masa (comprada) o de tortillería,4,4,153250.459176163,3,263,2605500011637,1,1
2022_26055006,2022_26055006_06,26,26 SONORA,055,055 SAN LUIS RÍO COLORADO,161,Tortillas de harina de trigo,4,4,153250.459176163,3,263,2605500011637,1,1
2022_27002003,2022_27002003_02,27,27 TABASCO,002,002 CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,34784.1308262862,2,272,2700200010998,1,8
2022_27002003,2022_27002003_02,27,27 TABASCO,002,002 CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,34784.1308262862,2,272,2700200010998,1,8
2022_27002003,2022_27002003_02,27,27 TABASCO,002,002 CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,5,7,34784.1308262862,2,272,2700200010998,1,8
2022_27002003,2022_27002003_02,27,27 TABASCO,002,002 CÁRDENAS,161,Tortillas de harina de trigo,9, ,34784.1308262862,2,272,2700200010998,1,8
2022_27002011,2022_27002011_06,27,27 TABASCO,002,002 CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,33879.7315655559,2,272,2700200010998,1,8
2022_27002011,2022_27002011_06,27,27 TABASCO,002,002 CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,33879.7315655559,2,272,2700200010998,1,8
2022_27002011,2022_27002011_06,27,27 TABASCO,002,002 CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,3,2,33879.7315655559,2,272,2700200010998,1,8
2022_27002011,2022_27002011_06,27,27 TABASCO,002,002 CÁRDENAS,161,Tortillas de harina de trigo,9, ,33879.7315655559,2,272,2700200010998,1,8
2022_27002026,2022_27002026_04,27,27 TABASCO,002,002 CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,31687.2891640411,2,272,2700200010998,1,8
2022_27002026,2022_27002026_04,27,27 TABASCO,002,002 CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,31687.2891640411,2,272,2700200010998,1,8
2022_27002026,2022_27002026_04,27,27 TABASCO,002,002 CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,7,8,31687.2891640411,2,272,2700200010998,1,8
2022_27002026,2022_27002026_04,27,27 TABASCO,002,002 CÁRDENAS,161,Tortillas de harina de trigo,9, ,31687.2891640411,2,272,2700200010998,1,8
2022_27002040,2022_27002040_02,27,27 TABASCO,002,002 CÁRDENAS,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,182413.865197366,1,271,2700200000502,1,8
2022_27002040,2022_27002040_02,27,27 TABASCO,002,002 CÁRDENAS,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,182413.865197366,1,271,2700200000502,1,8
2022_27002040,2022_27002040_02,27,27 TABASCO,002,002 CÁRDENAS,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,182413.865197366,1,271,2700200000502,1,8
2022_27002040,2022_27002040_02,27,27 TABASCO,002,002 CÁRDENAS,161,Tortillas de harina de trigo,1,6,182413.865197366,1,271,2700200000502,1,8
2022_27004035,2022_27004035_01,27,27 TABASCO,004,004 CENTRO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,72225.4569901697,3,273,270040001105A,1,8
2022_27004035,2022_27004035_01,27,27 TABASCO,004,004 CENTRO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,72225.4569901697,3,273,270040001105A,1,8
2022_27004035,2022_27004035_01,27,27 TABASCO,004,004 CENTRO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,72225.4569901697,3,273,270040001105A,1,8
2022_27004035,2022_27004035_01,27,27 TABASCO,004,004 CENTRO,161,Tortillas de harina de trigo,9, ,72225.4569901697,3,273,270040001105A,1,8
2022_27004035,2022_27004035_04,27,27 TABASCO,004,004 CENTRO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,95789.0075601705,3,273,270040001105A,1,8
2022_27004035,2022_27004035_04,27,27 TABASCO,004,004 CENTRO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,95789.0075601705,3,273,270040001105A,1,8
2022_27004035,2022_27004035_04,27,27 TABASCO,004,004 CENTRO,160,Tortillas de maiz de masa (comprada) o de tortillería,2,2,95789.0075601705,3,273,270040001105A,1,8
2022_27004035,2022_27004035_04,27,27 TABASCO,004,004 CENTRO,161,Tortillas de harina de trigo,9, ,95789.0075601705,3,273,270040001105A,1,8
2022_27004039,2022_27004039_02,27,27 TABASCO,004,004 CENTRO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,46516.0181708412,3,273,270040001105A,1,8
2022_27004039,2022_27004039_02,27,27 TABASCO,004,004 CENTRO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,46516.0181708412,3,273,270040001105A,1,8
2022_27004039,2022_27004039_02,27,27 TABASCO,004,004 CENTRO,160,Tortillas de maiz de masa (comprada) o de tortillería,4,7,46516.0181708412,3,273,270040001105A,1,8
2022_27004039,2022_27004039_02,27,27 TABASCO,004,004 CENTRO,161,Tortillas de harina de trigo,9, ,46516.0181708412,3,273,270040001105A,1,8
2022_27004048,2022_27004048_03,27,27 TABASCO,004,004 CENTRO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,34520.2307244944,3,273,270040001105A,1,8
2022_27004048,2022_27004048_03,27,27 TABASCO,004,004 CENTRO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,34520.2307244944,3,273,270040001105A,1,8
2022_27004048,2022_27004048_03,27,27 TABASCO,004,004 CENTRO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,34520.2307244944,3,273,270040001105A,1,8
2022_27004048,2022_27004048_03,27,27 TABASCO,004,004 CENTRO,161,Tortillas de harina de trigo,9, ,34520.2307244944,3,273,270040001105A,1,8
2022_27006009,2022_27006009_03,27,27 TABASCO,006,006 CUNDUACÁN,158,Tortillas de maiz de nixtamal (hecho en casa),2,.5,38997.9137022089,1,271,2700600000056,1,8
2022_27006009,2022_27006009_03,27,27 TABASCO,006,006 CUNDUACÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,38997.9137022089,1,271,2700600000056,1,8
2022_27006009,2022_27006009_03,27,27 TABASCO,006,006 CUNDUACÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,3,3,38997.9137022089,1,271,2700600000056,1,8
2022_27006009,2022_27006009_03,27,27 TABASCO,006,006 CUNDUACÁN,161,Tortillas de harina de trigo,9, ,38997.9137022089,1,271,2700600000056,1,8
2022_27006018,2022_27006018_01,27,27 TABASCO,006,006 CUNDUACÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,209878.90953533,1,271,2700600000056,1,8
2022_27006018,2022_27006018_01,27,27 TABASCO,006,006 CUNDUACÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,209878.90953533,1,271,2700600000056,1,8
2022_27006018,2022_27006018_01,27,27 TABASCO,006,006 CUNDUACÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,209878.90953533,1,271,2700600000056,1,8
2022_27006018,2022_27006018_01,27,27 TABASCO,006,006 CUNDUACÁN,161,Tortillas de harina de trigo,9, ,209878.90953533,1,271,2700600000056,1,8
2022_27006022,2022_27006022_02,27,27 TABASCO,006,006 CUNDUACÁN,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,48733.8398919736,1,271,2700600000056,1,8
2022_27006022,2022_27006022_02,27,27 TABASCO,006,006 CUNDUACÁN,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,48733.8398919736,1,271,2700600000056,1,8
2022_27006022,2022_27006022_02,27,27 TABASCO,006,006 CUNDUACÁN,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,48733.8398919736,1,271,2700600000056,1,8
2022_27006022,2022_27006022_02,27,27 TABASCO,006,006 CUNDUACÁN,161,Tortillas de harina de trigo,1,4,48733.8398919736,1,271,2700600000056,1,8
2022_27008005,2022_27008005_01,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,37791.116862021,2,272,2700800010559,1,8
2022_27008005,2022_27008005_01,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,37791.116862021,2,272,2700800010559,1,8
2022_27008005,2022_27008005_01,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,1,2,37791.116862021,2,272,2700800010559,1,8
2022_27008005,2022_27008005_01,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,5,2,37791.116862021,2,272,2700800010559,1,8
2022_27008007,2022_27008007_05,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,66869.8974396725,2,272,2700800010559,1,8
2022_27008007,2022_27008007_05,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,66869.8974396725,2,272,2700800010559,1,8
2022_27008007,2022_27008007_05,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,66869.8974396725,2,272,2700800010559,1,8
2022_27008007,2022_27008007_05,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,66869.8974396725,2,272,2700800010559,1,8
2022_27008024,2022_27008024_05,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,48264.5055250816,2,272,2700800010559,1,8
2022_27008024,2022_27008024_05,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,48264.5055250816,2,272,2700800010559,1,8
2022_27008024,2022_27008024_05,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,48264.5055250816,2,272,2700800010559,1,8
2022_27008024,2022_27008024_05,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,48264.5055250816,2,272,2700800010559,1,8
2022_27008033,2022_27008033_02,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,29528.6152511769,1,271,2700800000417,1,8
2022_27008033,2022_27008033_02,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,29528.6152511769,1,271,2700800000417,1,8
2022_27008033,2022_27008033_02,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,29528.6152511769,1,271,2700800000417,1,8
2022_27008033,2022_27008033_02,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,29528.6152511769,1,271,2700800000417,1,8
2022_27008036,2022_27008036_01,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,17865.7488171748,1,271,2700800000417,1,8
2022_27008036,2022_27008036_01,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,17865.7488171748,1,271,2700800000417,1,8
2022_27008036,2022_27008036_01,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,17865.7488171748,1,271,2700800000417,1,8
2022_27008036,2022_27008036_01,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,17865.7488171748,1,271,2700800000417,1,8
2022_27008037,2022_27008037_01,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,37256.4058673448,1,271,2700800000417,1,8
2022_27008037,2022_27008037_01,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,37256.4058673448,1,271,2700800000417,1,8
2022_27008037,2022_27008037_01,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,16,37256.4058673448,1,271,2700800000417,1,8
2022_27008037,2022_27008037_01,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,37256.4058673448,1,271,2700800000417,1,8
2022_27008044,2022_27008044_01,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,74512.8117346895,1,271,2700800000417,1,8
2022_27008044,2022_27008044_01,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,74512.8117346895,1,271,2700800000417,1,8
2022_27008044,2022_27008044_01,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,74512.8117346895,1,271,2700800000417,1,8
2022_27008044,2022_27008044_01,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,74512.8117346895,1,271,2700800000417,1,8
2022_27008064,2022_27008064_01,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,16356.051708219,1,271,2700800000417,1,8
2022_27008064,2022_27008064_01,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,16356.051708219,1,271,2700800000417,1,8
2022_27008064,2022_27008064_01,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,3,4,16356.051708219,1,271,2700800000417,1,8
2022_27008064,2022_27008064_01,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,16356.051708219,1,271,2700800000417,1,8
2022_27008067,2022_27008067_01,27,27 TABASCO,008,008 HUIMANGUILLO,158,Tortillas de maiz de nixtamal (hecho en casa),1,1,34108.1533757423,1,271,2700800000417,1,8
2022_27008067,2022_27008067_01,27,27 TABASCO,008,008 HUIMANGUILLO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,34108.1533757423,1,271,2700800000417,1,8
2022_27008067,2022_27008067_01,27,27 TABASCO,008,008 HUIMANGUILLO,160,Tortillas de maiz de masa (comprada) o de tortillería,4,3,34108.1533757423,1,271,2700800000417,1,8
2022_27008067,2022_27008067_01,27,27 TABASCO,008,008 HUIMANGUILLO,161,Tortillas de harina de trigo,9, ,34108.1533757423,1,271,2700800000417,1,8
2022_27010007,2022_27010007_02,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,78083.4980690027,1,271,2701000000044,1,8
2022_27010007,2022_27010007_02,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,78083.4980690027,1,271,2701000000044,1,8
2022_27010007,2022_27010007_02,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,78083.4980690027,1,271,2701000000044,1,8
2022_27010007,2022_27010007_02,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,161,Tortillas de harina de trigo,9, ,78083.4980690027,1,271,2701000000044,1,8
2022_27010008,2022_27010008_04,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,185661.835993139,1,271,2701000000044,1,8
2022_27010008,2022_27010008_04,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,185661.835993139,1,271,2701000000044,1,8
2022_27010008,2022_27010008_04,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,185661.835993139,1,271,2701000000044,1,8
2022_27010008,2022_27010008_04,27,27 TABASCO,010,010 JALPA DE MÉNDEZ,161,Tortillas de harina de trigo,9, ,185661.835993139,1,271,2701000000044,1,8
2022_27013019,2022_27013019_01,27,27 TABASCO,013,013 NACAJUCA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,100782.061420689,2,272,2701300620099,1,8
2022_27013019,2022_27013019_01,27,27 TABASCO,013,013 NACAJUCA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,100782.061420689,2,272,2701300620099,1,8
2022_27013019,2022_27013019_01,27,27 TABASCO,013,013 NACAJUCA,160,Tortillas de maiz de masa (comprada) o de tortillería,1,4,100782.061420689,2,272,2701300620099,1,8
2022_27013019,2022_27013019_01,27,27 TABASCO,013,013 NACAJUCA,161,Tortillas de harina de trigo,1,4,100782.061420689,2,272,2701300620099,1,8
2022_27013024,2022_27013024_01,27,27 TABASCO,013,013 NACAJUCA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,37206.1786850651,2,272,2701300620099,1,8
2022_27013024,2022_27013024_01,27,27 TABASCO,013,013 NACAJUCA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,37206.1786850651,2,272,2701300620099,1,8
2022_27013024,2022_27013024_01,27,27 TABASCO,013,013 NACAJUCA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,37206.1786850651,2,272,2701300620099,1,8
2022_27013024,2022_27013024_01,27,27 TABASCO,013,013 NACAJUCA,161,Tortillas de harina de trigo,9, ,37206.1786850651,2,272,2701300620099,1,8
2022_27013025,2022_27013025_02,27,27 TABASCO,013,013 NACAJUCA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,74777.2351809675,2,272,2701300620099,1,8
2022_27013025,2022_27013025_02,27,27 TABASCO,013,013 NACAJUCA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,74777.2351809675,2,272,2701300620099,1,8
2022_27013025,2022_27013025_02,27,27 TABASCO,013,013 NACAJUCA,160,Tortillas de maiz de masa (comprada) o de tortillería,3,15,74777.2351809675,2,272,2701300620099,1,8
2022_27013025,2022_27013025_02,27,27 TABASCO,013,013 NACAJUCA,161,Tortillas de harina de trigo,1,4,74777.2351809675,2,272,2701300620099,1,8
2022_27017014,2022_27017014_01,27,27 TABASCO,017,017 TENOSIQUE,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,27973.1571548303,2,272,2701700010312,1,8
2022_27017014,2022_27017014_01,27,27 TABASCO,017,017 TENOSIQUE,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,27973.1571548303,2,272,2701700010312,1,8
2022_27017014,2022_27017014_01,27,27 TABASCO,017,017 TENOSIQUE,160,Tortillas de maiz de masa (comprada) o de tortillería,2,5,27973.1571548303,2,272,2701700010312,1,8
2022_27017014,2022_27017014_01,27,27 TABASCO,017,017 TENOSIQUE,161,Tortillas de harina de trigo,9, ,27973.1571548303,2,272,2701700010312,1,8
2022_28003017,2022_28003017_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,37670.6006482744,2,282,2800300011911,1,2
2022_28003017,2022_28003017_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,37670.6006482744,2,282,2800300011911,1,2
2022_28003017,2022_28003017_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,3,3,37670.6006482744,2,282,2800300011911,1,2
2022_28003017,2022_28003017_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,9, ,37670.6006482744,2,282,2800300011911,1,2
2022_28003019,2022_28003019_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,176939.295914571,2,282,2800300011911,1,2
2022_28003019,2022_28003019_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,176939.295914571,2,282,2800300011911,1,2
2022_28003019,2022_28003019_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,176939.295914571,2,282,2800300011911,1,2
2022_28003019,2022_28003019_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,9, ,176939.295914571,2,282,2800300011911,1,2
2022_28003026,2022_28003026_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,83983.7749359507,2,282,2800300011911,1,2
2022_28003026,2022_28003026_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,83983.7749359507,2,282,2800300011911,1,2
2022_28003026,2022_28003026_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,83983.7749359507,2,282,2800300011911,1,2
2022_28003026,2022_28003026_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,1,4,83983.7749359507,2,282,2800300011911,1,2
2022_28003027,2022_28003027_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,53381.7766398023,2,282,2800300011911,1,2
2022_28003027,2022_28003027_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,53381.7766398023,2,282,2800300011911,1,2
2022_28003027,2022_28003027_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,5,6,53381.7766398023,2,282,2800300011911,1,2
2022_28003027,2022_28003027_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,9, ,53381.7766398023,2,282,2800300011911,1,2
2022_28003063,2022_28003063_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,94696.5706872306,3,283,280030122206A,1,2
2022_28003063,2022_28003063_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,94696.5706872306,3,283,280030122206A,1,2
2022_28003063,2022_28003063_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,94696.5706872306,3,283,280030122206A,1,2
2022_28003063,2022_28003063_03,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,7,10,94696.5706872306,3,283,280030122206A,1,2
2022_28003064,2022_28003064_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),2,6,86389.2277662915,3,283,280030122206A,1,2
2022_28003064,2022_28003064_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,86389.2277662915,3,283,280030122206A,1,2
2022_28003064,2022_28003064_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,86389.2277662915,3,283,280030122206A,1,2
2022_28003064,2022_28003064_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,1,4,86389.2277662915,3,283,280030122206A,1,2
2022_28003069,2022_28003069_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,108283.513408428,3,283,280030122206A,1,2
2022_28003069,2022_28003069_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,108283.513408428,3,283,280030122206A,1,2
2022_28003069,2022_28003069_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,8,108283.513408428,3,283,280030122206A,1,2
2022_28003069,2022_28003069_01,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,9, ,108283.513408428,3,283,280030122206A,1,2
2022_28003073,2022_28003073_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,140090.639621013,3,283,280030122206A,1,2
2022_28003073,2022_28003073_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,140090.639621013,3,283,280030122206A,1,2
2022_28003073,2022_28003073_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,140090.639621013,3,283,280030122206A,1,2
2022_28003073,2022_28003073_02,28,28 TAMAULIPAS,003,003 ALTAMIRA,161,Tortillas de harina de trigo,9, ,140090.639621013,3,283,280030122206A,1,2
2022_28009002,2022_28009002_01,28,28 TAMAULIPAS,009,009 CIUDAD MADERO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,420424.558167942,3,283,2800900010546,1,2
2022_28009002,2022_28009002_01,28,28 TAMAULIPAS,009,009 CIUDAD MADERO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,420424.558167942,3,283,2800900010546,1,2
2022_28009002,2022_28009002_01,28,28 TAMAULIPAS,009,009 CIUDAD MADERO,160,Tortillas de maiz de masa (comprada) o de tortillería,1,2,420424.558167942,3,283,2800900010546,1,2
2022_28009002,2022_28009002_01,28,28 TAMAULIPAS,009,009 CIUDAD MADERO,161,Tortillas de harina de trigo,9, ,420424.558167942,3,283,2800900010546,1,2
2022_28009008,2022_28009008_02,28,28 TAMAULIPAS,009,009 CIUDAD MADERO,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,238116.528852709,3,283,2800900010546,1,2
2022_28009008,2022_28009008_02,28,28 TAMAULIPAS,009,009 CIUDAD MADERO,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,238116.528852709,3,283,2800900010546,1,2
